Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units,PERCENT_HISP,PERCENT_WHITE
140,6,37,,,432300,Census Tract 4323,3951,2086,406,16,5,1371,14,6,47,1155,1117,38,0.527967603,0.102758795
140,6,37,,,432401,Census Tract 4324.01,3789,1983,253,15,12,1495,10,5,16,1011,975,36,0.523357086,0.066772235
140,6,37,,,432402,Census Tract 4324.02,6310,3884,400,46,13,1908,1,15,43,1689,1623,66,0.615530903,0.063391442
140,6,37,,,432500,Census Tract 4325,8210,4564,1017,62,8,2495,8,6,50,2339,2276,63,0.55590743,0.123873325
140,6,37,,,432601,Census Tract 4326.01,6564,3939,337,30,7,2185,15,11,40,1636,1570,66,0.600091408,0.051340646
140,6,37,,,432602,Census Tract 4326.02,4554,2453,299,20,7,1745,0,2,28,1135,1108,27,0.538647343,0.065656566
140,6,37,,,432700,Census Tract 4327,5262,4067,165,12,8,992,1,0,17,1297,1258,39,0.772900038,0.031356899
140,6,37,,,432801,Census Tract 4328.01,2568,1522,84,2,10,945,0,0,5,922,889,33,0.592679128,0.03271028
140,6,37,,,432802,Census Tract 4328.02,5821,4477,174,45,2,1111,1,1,10,1538,1402,136,0.769111836,0.029891771
140,6,37,,,432901,Census Tract 4329.01,4464,1323,226,20,0,2868,0,2,25,1261,1211,50,0.296370968,0.05062724
140,6,37,,,432902,Census Tract 4329.02,3482,1390,258,12,4,1789,2,5,22,908,879,29,0.399195864,0.074095348
140,6,37,,,433101,Census Tract 4331.01,2281,1129,142,4,6,994,0,1,5,584,573,11,0.494958352,0.062253398
140,6,37,,,433102,Census Tract 4331.02,5085,3070,113,5,3,1858,4,8,24,1248,1207,41,0.60373648,0.022222222
140,6,37,,,433200,Census Tract 4332,6163,4340,289,23,8,1478,2,1,22,1579,1541,38,0.704202499,0.046892747
140,6,37,,,433302,Census Tract 4333.02,1595,1318,53,4,5,209,0,0,6,424,398,26,0.826332288,0.03322884
140,6,37,,,433304,Census Tract 4333.04,4726,3097,173,57,6,1361,5,6,21,1316,1242,74,0.655311045,0.036606009
140,6,37,,,433305,Census Tract 4333.05,4893,3771,136,28,6,932,3,2,15,1171,1126,45,0.770692826,0.027794809
140,6,37,,,433306,Census Tract 4333.06,3333,2200,75,23,3,1008,2,0,22,754,730,24,0.660066007,0.02250225
140,6,37,,,433307,Census Tract 4333.07,3421,2237,104,11,3,1033,1,3,29,828,801,27,0.653902368,0.030400468
140,6,37,,,433401,Census Tract 4334.01,3371,2507,78,4,3,761,3,3,12,741,696,45,0.743696233,0.023138535
140,6,37,,,433402,Census Tract 4334.02,4776,3714,103,4,0,930,0,20,5,1117,1062,55,0.777638191,0.021566164
140,6,37,,,433403,Census Tract 4334.03,4675,3866,112,10,5,671,0,1,10,1237,1135,102,0.826951872,0.023957219
140,6,37,,,433501,Census Tract 4335.01,1954,1717,80,1,1,143,0,9,3,534,492,42,0.878710338,0.040941658
140,6,37,,,433503,Census Tract 4335.03,3108,2430,70,6,1,594,0,1,6,675,662,13,0.781853282,0.022522523
140,6,37,,,433504,Census Tract 4335.04,4679,3722,128,10,1,790,1,20,7,1034,1005,29,0.795469117,0.027356273
140,6,37,,,433601,Census Tract 4336.01,4923,1553,197,16,3,3126,3,3,22,1312,1261,51,0.315458054,0.04001625
140,6,37,,,433602,Census Tract 4336.02,2803,1028,119,3,0,1634,1,1,17,801,769,32,0.366749911,0.042454513
140,6,37,,,433700,Census Tract 4337,3294,2858,138,9,1,266,6,2,14,800,776,24,0.86763813,0.041894353
140,6,37,,,433801,Census Tract 4338.01,6197,5608,149,9,7,391,2,11,20,1362,1317,45,0.90495401,0.024043892
140,6,37,,,433802,Census Tract 4338.02,2780,2278,124,2,2,355,0,3,16,684,677,7,0.81942446,0.044604317
140,6,37,,,433901,Census Tract 4339.01,5593,4288,129,26,3,1105,1,8,33,1285,1228,57,0.766672626,0.023064545
140,6,37,,,433902,Census Tract 4339.02,3780,3268,165,5,3,327,1,4,7,907,865,42,0.864550265,0.043650794
140,6,37,,,434001,Census Tract 4340.01,4395,3839,126,15,3,395,5,0,12,1026,952,74,0.873492605,0.028668942
140,6,37,,,434003,Census Tract 4340.03,4273,3668,175,9,5,398,1,2,15,979,927,52,0.858413293,0.040954833
140,6,37,,,434004,Census Tract 4340.04,2796,2532,106,5,10,125,3,5,10,648,630,18,0.905579399,0.037911302
140,6,37,,,460000,Census Tract 4600,4851,596,3164,249,2,662,3,17,158,1862,1791,71,0.122861266,0.652236652
140,6,37,,,460100,Census Tract 4601,5793,702,3750,738,10,353,4,26,210,2469,2349,120,0.121180735,0.647332988
140,6,37,,,460200,Census Tract 4602,5315,892,1970,1914,16,246,3,44,230,2178,2069,109,0.167826905,0.370649106
140,6,37,,,460301,Census Tract 4603.01,4638,911,1595,1616,10,218,7,21,260,1705,1655,50,0.196420871,0.343898232
140,6,37,,,460302,Census Tract 4603.02,4442,1865,745,1502,10,142,1,31,146,1426,1370,56,0.419855921,0.167717244
140,6,37,,,460401,Census Tract 4604.01,878,249,134,351,3,94,0,8,39,319,305,14,0.283599089,0.15261959
140,6,37,,,460501,Census Tract 4605.01,5418,320,3390,26,1,1523,3,17,138,1930,1869,61,0.059062385,0.625692137
140,6,37,,,460502,Census Tract 4605.02,4417,280,2717,16,0,1259,0,4,141,1499,1455,44,0.063391442,0.615123387
140,6,37,,,460600,Census Tract 4606,4511,256,3211,18,3,874,0,13,136,1556,1505,51,0.056750166,0.711815562
140,6,37,,,460700,Census Tract 4607,5034,335,3295,34,0,1248,1,16,105,1740,1672,68,0.066547477,0.654549066
140,6,37,,,460800,Census Tract 4608,3248,288,2345,81,1,421,0,7,105,1383,1329,54,0.088669951,0.721982759
140,6,37,,,460900,Census Tract 4609,6998,3913,603,1931,9,358,5,19,160,2091,1988,103,0.55915976,0.086167476
140,6,37,,,461000,Census Tract 4610,6243,3359,540,1929,15,199,6,13,182,1819,1721,98,0.538042608,0.086496877
140,6,37,,,461100,Census Tract 4611,4844,1898,1276,1229,8,241,3,11,178,1751,1655,96,0.391824938,0.263418662
140,6,37,,,461200,Census Tract 4612,4443,627,2919,423,8,274,1,11,180,1780,1709,71,0.141120864,0.656988521
140,6,37,,,461300,Census Tract 4613,6638,1163,4141,447,8,542,40,31,266,2623,2500,123,0.175203375,0.62383248
140,6,37,,,461400,Census Tract 4614,3204,681,1802,285,2,295,21,14,104,1397,1313,84,0.212546816,0.562421973
140,6,37,,,461501,Census Tract 4615.01,3700,1928,882,539,7,223,5,7,109,1396,1268,128,0.521081081,0.238378378
140,6,37,,,461502,Census Tract 4615.02,6563,3787,1114,1294,9,248,1,20,90,1785,1682,103,0.577022703,0.169739448
140,6,37,,,461600,Census Tract 4616,5826,3492,476,1280,14,457,3,7,97,1775,1680,95,0.59938208,0.081702712
140,6,37,,,461700,Census Tract 4617,1385,215,770,266,2,96,0,6,30,705,653,52,0.155234657,0.555956679
140,6,37,,,461901,Census Tract 4619.01,5118,3473,632,594,7,315,1,7,89,1712,1623,89,0.678585385,0.123485737
140,6,37,,,461902,Census Tract 4619.02,1654,270,725,241,6,350,0,6,56,1285,1059,226,0.163240629,0.438331318
140,6,37,,,462001,Census Tract 4620.01,3974,2655,443,630,10,163,1,12,60,1187,1116,71,0.668092602,0.111474585
140,6,37,,,462002,Census Tract 4620.02,3942,2724,269,742,5,162,7,7,26,1145,1082,63,0.691019787,0.068239472
140,6,37,,,462100,Census Tract 4621,5259,3206,955,695,5,251,1,18,128,1829,1683,146,0.609621601,0.181593459
140,6,37,,,462201,Census Tract 4622.01,3788,1501,1182,402,10,595,5,10,83,1953,1785,168,0.39625132,0.312038015
140,6,37,,,462202,Census Tract 4622.02,2928,326,1350,183,2,949,1,16,101,1782,1571,211,0.111338798,0.461065574
140,6,37,,,462301,Census Tract 4623.01,4655,2419,1050,564,7,474,2,7,132,1976,1787,189,0.519656284,0.22556391
140,6,37,,,462302,Census Tract 4623.02,2972,847,960,274,4,764,0,11,112,1624,1483,141,0.284993271,0.323014805
140,6,37,,,462400,Census Tract 4624,4229,1306,2147,275,7,332,1,28,133,1657,1579,78,0.308820052,0.507685032
140,6,37,,,462500,Census Tract 4625,6039,1037,3857,228,8,631,2,24,252,2469,2376,93,0.171717172,0.638681901
140,6,37,,,462600,Census Tract 4626,2324,442,1407,117,2,262,2,11,81,915,889,26,0.190189329,0.605421687
140,6,37,,,462700,Census Tract 4627,5471,1955,1965,351,22,993,11,17,157,2338,2184,154,0.357338695,0.359166514
140,6,37,,,462800,Census Tract 4628,2915,954,1183,254,5,428,0,9,82,1194,1119,75,0.327272727,0.405831904
140,6,37,,,462900,Census Tract 4629,3818,1093,1886,118,6,555,2,5,153,1437,1380,57,0.286275537,0.493975904
140,6,37,,,463000,Census Tract 4630,2228,390,1160,118,1,484,4,7,64,997,939,58,0.175044883,0.52064632
140,6,37,,,463101,Census Tract 4631.01,2383,824,830,74,15,570,1,9,60,924,888,36,0.345782627,0.348300462
140,6,37,,,463102,Census Tract 4631.02,3779,1317,1268,79,4,1005,1,5,100,1265,1213,52,0.348504895,0.335538502
