Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units,PERCENT_HISP,PERCENT_WHITE
140,6,37,,,401304,Census Tract 4013.04,5642,1493,3035,133,2,818,3,8,150,2123,2056,67,0.264622474,0.537929812
140,6,37,,,401311,Census Tract 4013.11,6521,2307,3215,307,32,463,11,14,172,2473,2362,111,0.353780095,0.493022543
140,6,37,,,401312,Census Tract 4013.12,5575,1792,3080,114,10,418,4,10,147,2057,1989,68,0.321434978,0.552466368
140,6,37,,,401500,Census Tract 4015,5572,2512,2241,241,20,404,16,10,128,1914,1817,97,0.450825556,0.402189519
140,6,37,,,401601,Census Tract 4016.01,5034,1458,2839,208,9,398,1,7,114,2209,2113,96,0.289630513,0.563965038
140,6,37,,,401602,Census Tract 4016.02,5282,1951,2647,216,33,250,15,25,145,1928,1819,109,0.369367664,0.501135933
140,6,37,,,401603,Census Tract 4016.03,2913,773,1918,43,4,117,2,0,56,1340,1280,60,0.26536217,0.658427738
140,6,37,,,401701,Census Tract 4017.01,4137,944,2455,268,14,310,12,9,125,1754,1652,102,0.228184675,0.593425187
140,6,37,,,401703,Census Tract 4017.03,4176,1627,1308,480,13,578,15,17,138,1563,1504,59,0.38960728,0.313218391
140,6,37,,,401704,Census Tract 4017.04,5828,3393,1216,579,16,481,2,17,124,2044,1944,100,0.58218943,0.208647907
140,6,37,,,401800,Census Tract 4018,7378,1343,4436,265,16,1052,9,12,245,2803,2696,107,0.18202765,0.60124695
140,6,37,,,401901,Census Tract 4019.01,4610,546,2940,168,6,636,1,9,304,136,121,15,0.118438178,0.637744035
140,6,37,,,401902,Census Tract 4019.02,5711,833,3996,210,12,486,11,15,148,2939,2736,203,0.145858869,0.699702329
140,6,37,,,402001,Census Tract 4020.01,3080,1210,1043,326,9,414,1,2,75,1099,1055,44,0.392857143,0.338636364
140,6,37,,,402002,Census Tract 4020.02,3913,1272,1985,227,15,266,8,11,129,1554,1490,64,0.325070279,0.507283414
140,6,37,,,402101,Census Tract 4021.01,4623,3279,236,634,10,381,2,9,72,1074,1027,47,0.709279689,0.051049102
140,6,37,,,402102,Census Tract 4021.02,4815,3147,541,742,7,267,21,6,84,1287,1220,67,0.653582555,0.112357217
140,6,37,,,402200,Census Tract 4022,6584,3459,1811,765,8,407,10,16,108,2097,2007,90,0.52536452,0.275060753
140,6,37,,,402301,Census Tract 4023.01,5454,4390,434,255,5,311,13,14,32,1351,1264,87,0.804913825,0.079574624
140,6,37,,,402303,Census Tract 4023.03,3996,3016,544,239,20,123,7,5,42,1144,1053,91,0.754754755,0.136136136
140,6,37,,,402304,Census Tract 4023.04,3848,3463,146,103,11,104,2,4,15,1005,925,80,0.899948025,0.037941788
140,6,37,,,402402,Census Tract 4024.02,7076,4791,1042,310,15,770,19,18,111,2136,2050,86,0.677077445,0.147258338
140,6,37,,,402403,Census Tract 4024.03,5381,3196,1137,303,4,572,8,9,152,1057,1017,40,0.593941647,0.211299015
140,6,37,,,402404,Census Tract 4024.04,1945,471,824,121,1,380,5,0,143,6,4,2,0.242159383,0.423650386
140,6,37,,,402405,Census Tract 4024.05,3006,2495,85,358,2,37,8,0,21,646,622,24,0.830006653,0.02827678
140,6,37,,,402406,Census Tract 4024.06,4776,3953,262,265,4,240,10,3,39,1225,1152,73,0.827680067,0.054857621
140,6,37,,,402501,Census Tract 4025.01,5577,5089,164,153,26,92,14,1,38,1381,1280,101,0.912497759,0.029406491
140,6,37,,,402502,Census Tract 4025.02,7225,5822,274,244,19,779,12,9,66,1794,1699,95,0.805813149,0.037923875
140,6,37,,,402600,Census Tract 4026,7453,4965,1598,391,23,358,8,8,102,2527,2387,140,0.666174695,0.214410305
140,6,37,,,402702,Census Tract 4027.02,6313,5428,304,361,14,144,1,4,57,1676,1500,176,0.859813084,0.048154602
140,6,37,,,402703,Census Tract 4027.03,4686,3211,576,383,18,399,2,22,75,1316,1234,82,0.685232608,0.122919334
140,6,37,,,402705,Census Tract 4027.05,3328,2466,430,205,4,173,1,11,38,868,831,37,0.740985577,0.129206731
140,6,37,,,402706,Census Tract 4027.06,3945,2895,442,323,8,227,5,2,43,997,964,33,0.733840304,0.112040558
140,6,37,,,402801,Census Tract 4028.01,5170,4783,151,94,6,105,0,10,21,1172,1097,75,0.925145068,0.029206963
140,6,37,,,402803,Census Tract 4028.03,3436,3031,157,126,2,100,1,1,18,763,724,39,0.882130384,0.045692666
140,6,37,,,402804,Census Tract 4028.04,4085,3234,182,141,7,471,4,8,38,985,944,41,0.791676867,0.044553244
140,6,37,,,402902,Census Tract 4029.02,6445,5063,393,289,15,620,11,4,50,1472,1381,91,0.785570209,0.060977502
140,6,37,,,402903,Census Tract 4029.03,4138,3272,207,168,8,446,2,9,26,982,920,62,0.790720155,0.050024166
140,6,37,,,402904,Census Tract 4029.04,3603,3129,279,67,13,73,11,5,26,825,792,33,0.868442964,0.07743547
140,6,37,,,403000,Census Tract 4030,6835,5569,289,439,8,466,16,6,42,1515,1448,67,0.814776884,0.04228237
140,6,37,,,403200,Census Tract 4032,391,72,270,29,0,18,0,0,2,1,1,0,0.184143223,0.690537084
140,6,37,,,403303,Census Tract 4033.03,2523,845,482,61,3,1045,19,14,54,791,768,23,0.334918748,0.19104241
140,6,37,,,403304,Census Tract 4033.04,5178,693,817,145,2,3410,4,3,104,1736,1682,54,0.133835458,0.157782928
140,6,37,,,403305,Census Tract 4033.05,2100,292,318,32,0,1429,0,4,25,714,694,20,0.139047619,0.151428571
140,6,37,,,403312,Census Tract 4033.12,5160,1742,1241,229,9,1803,12,3,121,1616,1570,46,0.337596899,0.240503876
140,6,37,,,403316,Census Tract 4033.16,6783,1853,1975,465,10,2309,5,10,156,2500,2405,95,0.273182957,0.291169099
140,6,37,,,403317,Census Tract 4033.17,4721,1630,1183,440,3,1317,5,27,116,1467,1443,24,0.345265834,0.250582504
140,6,37,,,403318,Census Tract 4033.18,6243,2163,1577,722,11,1565,7,29,169,2051,1983,68,0.346468044,0.252602915
140,6,37,,,403319,Census Tract 4033.19,4260,949,915,254,4,2030,5,6,97,1651,1567,84,0.222769953,0.214788732
140,6,37,,,403320,Census Tract 4033.20,5573,747,886,206,3,3566,14,6,145,1730,1685,45,0.134039117,0.1589808
140,6,37,,,403321,Census Tract 4033.21,6034,1587,1518,314,7,2394,18,15,181,1969,1921,48,0.263009612,0.251574412
140,6,37,,,403322,Census Tract 4033.22,3808,780,984,97,3,1844,8,5,87,1259,1219,40,0.204831933,0.258403361
140,6,37,,,403323,Census Tract 4033.23,5356,634,975,153,5,3486,5,9,89,1824,1789,35,0.118371919,0.182038835
140,6,37,,,403324,Census Tract 4033.24,6804,764,1146,228,11,4504,1,15,135,2239,2139,100,0.11228689,0.168430335
140,6,37,,,403325,Census Tract 4033.25,4795,844,1164,151,13,2463,11,8,141,1548,1511,37,0.176016684,0.242752868
140,6,37,,,403401,Census Tract 4034.01,5038,1360,656,142,4,2771,1,9,95,1531,1489,42,0.269948392,0.130210401
140,6,37,,,403402,Census Tract 4034.02,3322,795,577,90,11,1770,5,6,68,988,966,22,0.239313666,0.173690548
140,6,37,,,403403,Census Tract 4034.03,5140,711,547,121,1,3662,2,8,88,1547,1511,36,0.138326848,0.106420233
140,6,37,,,403404,Census Tract 4034.04,2521,349,405,76,0,1624,0,2,65,753,736,17,0.138437128,0.160650536
140,6,37,,,403405,Census Tract 4034.05,1631,226,232,17,2,1096,9,6,43,494,482,12,0.138565297,0.142244022
140,6,37,,,403406,Census Tract 4034.06,2796,589,568,49,1,1493,9,7,80,862,840,22,0.210658083,0.203147353
140,6,37,,,403407,Census Tract 4034.07,2132,246,133,28,1,1679,2,2,41,624,587,37,0.115384615,0.062382739
140,6,37,,,403408,Census Tract 4034.08,6576,1297,515,263,9,4348,0,4,140,1950,1918,32,0.19723236,0.078315085
140,6,37,,,403500,Census Tract 4035,1628,521,671,41,1,359,0,4,31,583,526,57,0.32002457,0.412162162
140,6,37,,,403600,Census Tract 4036,6672,2941,2499,222,17,847,18,22,106,2279,2181,98,0.440797362,0.37455036
140,6,37,,,403702,Census Tract 4037.02,3794,1522,1589,124,8,442,6,10,93,1193,1172,21,0.401159726,0.418819188
140,6,37,,,403703,Census Tract 4037.03,4748,1676,2215,132,10,601,10,14,90,1732,1700,32,0.352990733,0.466512216
140,6,37,,,403721,Census Tract 4037.21,4998,2642,1583,152,9,508,3,2,99,1734,1660,74,0.528611445,0.316726691
140,6,37,,,403722,Census Tract 4037.22,5734,3586,1242,212,10,548,15,15,106,1820,1731,89,0.625392396,0.216602721
140,6,37,,,403801,Census Tract 4038.01,6212,3110,1761,268,20,910,16,15,112,2049,2003,46,0.500643915,0.28348358
140,6,37,,,403802,Census Tract 4038.02,5553,2513,2011,227,21,639,5,21,116,2005,1923,82,0.452548172,0.362146587
140,6,37,,,403901,Census Tract 4039.01,3110,1465,1234,84,7,250,2,5,63,955,923,32,0.471061093,0.396784566
140,6,37,,,403902,Census Tract 4039.02,4806,2014,2121,132,7,405,7,12,108,1576,1523,53,0.419059509,0.441323346
140,6,37,,,404000,Census Tract 4040,4474,2644,1027,154,9,535,5,17,83,1355,1311,44,0.590970049,0.229548502
140,6,37,,,404100,Census Tract 4041,6445,5204,657,159,7,352,4,9,53,1516,1457,59,0.807447634,0.101939488
140,6,37,,,404201,Census Tract 4042.01,3711,2842,485,127,5,201,7,3,41,1048,999,49,0.765831312,0.130692536
140,6,37,,,404202,Census Tract 4042.02,3366,1936,939,110,10,283,9,8,71,816,786,30,0.575163399,0.278966132
140,6,37,,,404301,Census Tract 4043.01,5665,4912,416,104,19,176,3,6,29,1542,1479,63,0.867078553,0.073433363
140,6,37,,,404302,Census Tract 4043.02,2498,2145,228,28,3,75,3,1,15,610,594,16,0.85868695,0.091273018
140,6,37,,,404401,Census Tract 4044.01,3979,3396,384,28,11,135,0,4,21,1017,991,26,0.853480774,0.09650666
140,6,37,,,404402,Census Tract 4044.02,5107,4029,556,37,19,420,10,3,33,1270,1226,44,0.788917173,0.108870178
140,6,37,,,404501,Census Tract 4045.01,2355,1934,265,23,9,98,3,4,19,687,555,132,0.821231423,0.112526539
140,6,37,,,404503,Census Tract 4045.03,2977,2207,264,61,5,406,2,7,25,747,729,18,0.741350353,0.088679879
140,6,37,,,404504,Census Tract 4045.04,5266,4444,335,124,12,314,1,5,31,1356,1308,48,0.843904292,0.063615648
140,6,37,,,404600,Census Tract 4046,1422,1288,87,5,2,28,1,2,9,390,374,16,0.905766526,0.061181435
140,6,37,,,404701,Census Tract 4047.01,5873,4834,173,29,8,805,1,11,12,1288,1248,40,0.823088711,0.029456836
140,6,37,,,404702,Census Tract 4047.02,5882,4460,191,73,7,1099,4,8,40,1414,1372,42,0.758245495,0.032471948
140,6,37,,,404703,Census Tract 4047.03,3178,2816,87,24,5,222,11,2,11,761,730,31,0.886091882,0.027375708
140,6,37,,,404801,Census Tract 4048.01,7305,5595,301,49,3,1303,8,12,34,1769,1726,43,0.765913758,0.041204654
140,6,37,,,404802,Census Tract 4048.02,4335,3534,152,45,13,569,0,3,19,1029,984,45,0.815224913,0.035063437
140,6,37,,,404803,Census Tract 4048.03,1741,1364,153,24,5,167,9,5,14,452,439,13,0.783457783,0.087880528
140,6,37,,,404901,Census Tract 4049.01,5658,4564,173,36,7,844,9,10,15,1268,1246,22,0.806645458,0.030576175
140,6,37,,,404902,Census Tract 4049.02,3973,2855,206,14,3,869,4,1,21,904,879,25,0.718600554,0.051849987
140,6,37,,,404903,Census Tract 4049.03,2905,2169,160,39,2,525,0,3,7,689,673,16,0.746643718,0.055077453
140,6,37,,,405001,Census Tract 4050.01,6170,5459,256,61,9,353,0,7,25,1335,1302,33,0.884764992,0.041491086
140,6,37,,,405002,Census Tract 4050.02,3197,2830,115,10,0,224,0,4,14,659,640,19,0.88520488,0.035971223
140,6,37,,,405101,Census Tract 4051.01,5304,4303,239,45,6,685,4,2,20,1178,1139,39,0.81127451,0.045060332
140,6,37,,,405102,Census Tract 4051.02,5069,3976,212,61,7,774,1,8,30,1375,1334,41,0.784375616,0.041822845
140,6,37,,,405201,Census Tract 4052.01,5205,4169,343,67,5,585,1,9,26,1324,1265,59,0.800960615,0.065898175
140,6,37,,,405202,Census Tract 4052.02,5227,4257,226,33,1,668,8,4,30,1233,1198,35,0.8144251,0.043237038
140,6,37,,,405203,Census Tract 4052.03,3484,2438,223,34,10,741,6,6,26,797,772,25,0.699770379,0.064006889
140,6,37,,,405301,Census Tract 4053.01,3349,2290,474,167,10,348,5,7,48,1096,1034,62,0.683786205,0.141534787
140,6,37,,,405302,Census Tract 4053.02,5351,3490,891,105,27,728,4,9,97,1618,1536,82,0.652214539,0.166510933
140,6,37,,,405400,Census Tract 4054,4795,3436,827,116,2,334,14,14,52,1289,1253,36,0.716579771,0.172471324
140,6,37,,,405500,Census Tract 4055,6808,4204,1316,159,7,994,15,19,94,2043,1981,62,0.617508813,0.193301998
140,6,37,,,405600,Census Tract 4056,5428,3190,1195,151,5,828,7,12,40,1701,1675,26,0.587693441,0.220154753
140,6,37,,,405701,Census Tract 4057.01,3853,2792,539,106,18,354,5,0,39,1096,1047,49,0.724630158,0.139890994
140,6,37,,,405702,Census Tract 4057.02,4854,3001,912,171,16,677,5,2,70,1554,1476,78,0.618252987,0.187886279
140,6,37,,,405800,Census Tract 4058,5881,3864,1144,207,25,516,7,10,108,1705,1658,47,0.657031117,0.194524741
140,6,37,,,405900,Census Tract 4059,4049,2322,1112,166,8,363,6,11,61,1283,1220,63,0.573474932,0.274635713
140,6,37,,,406000,Census Tract 4060,5059,2805,1512,166,23,472,3,6,72,1629,1575,54,0.554457403,0.298873295
140,6,37,,,406101,Census Tract 4061.01,3139,1608,1143,77,15,224,0,8,64,1222,1162,60,0.512265053,0.364128703
140,6,37,,,406102,Census Tract 4061.02,5828,3212,1701,257,17,527,14,9,91,2374,2232,142,0.551132464,0.29186685
140,6,37,,,406200,Census Tract 4062,5678,3414,1172,252,21,712,7,4,96,1990,1901,89,0.601268052,0.206410708
140,6,37,,,406300,Census Tract 4063,5532,2158,1308,169,11,1756,2,13,115,1785,1716,69,0.390093999,0.236442516
140,6,37,,,406402,Census Tract 4064.02,2076,1129,535,55,5,308,2,0,42,641,632,9,0.543834297,0.257707129
140,6,37,,,406411,Census Tract 4064.11,2126,1413,319,54,6,308,0,4,22,555,536,19,0.66462841,0.150047037
140,6,37,,,406412,Census Tract 4064.12,2482,1199,705,75,7,464,6,2,24,829,807,22,0.483078163,0.284045125
140,6,37,,,406500,Census Tract 4065,6705,4085,1110,202,12,1145,15,7,129,2050,1989,61,0.609246831,0.165548098
140,6,37,,,406601,Census Tract 4066.01,5269,3045,1010,232,7,872,2,7,94,1541,1496,45,0.577908522,0.191687227
140,6,37,,,406602,Census Tract 4066.02,4973,3170,695,154,0,895,5,2,52,1323,1289,34,0.637442188,0.139754675
140,6,37,,,406701,Census Tract 4067.01,3246,1964,433,194,7,576,9,4,59,938,922,16,0.605052372,0.133394948
140,6,37,,,406702,Census Tract 4067.02,5823,3562,800,231,18,1104,7,12,89,1733,1689,44,0.611712176,0.137386227
140,6,37,,,406800,Census Tract 4068,4926,2718,750,137,13,1221,5,7,75,1371,1336,35,0.551766139,0.15225335
140,6,37,,,406901,Census Tract 4069.01,4701,3794,278,160,5,431,0,7,26,1213,1162,51,0.807062327,0.059136354
140,6,37,,,406902,Census Tract 4069.02,3149,2412,227,81,7,392,2,3,25,872,857,15,0.765957447,0.072086377
140,6,37,,,407001,Census Tract 4070.01,5905,5217,242,67,7,334,17,6,15,1218,1183,35,0.883488569,0.040982218
140,6,37,,,407002,Census Tract 4070.02,3804,3309,112,38,3,322,2,2,16,762,745,17,0.869873817,0.029442692
140,6,37,,,407101,Census Tract 4071.01,4834,4337,221,25,13,203,3,11,21,1173,1143,30,0.897186595,0.045717832
140,6,37,,,407102,Census Tract 4071.02,5445,4726,218,23,13,422,8,10,25,1259,1227,32,0.86795225,0.040036731
140,6,37,,,407200,Census Tract 4072,7315,6519,356,88,10,308,2,8,24,1635,1600,35,0.891182502,0.048667122
140,6,37,,,407301,Census Tract 4073.01,4828,3972,312,66,10,429,3,1,35,1059,1036,23,0.822700911,0.064623032
140,6,37,,,407302,Census Tract 4073.02,3501,3141,150,28,6,165,0,2,9,744,725,19,0.897172237,0.042844901
140,6,37,,,407400,Census Tract 4074,2133,1127,165,73,4,731,0,8,25,562,550,12,0.528363807,0.077355837
140,6,37,,,407501,Census Tract 4075.01,4411,3597,226,99,9,429,2,11,38,1031,988,43,0.815461347,0.051235547
140,6,37,,,407502,Census Tract 4075.02,3937,3166,279,35,3,430,0,7,17,897,862,35,0.804165608,0.070866142
140,6,37,,,407601,Census Tract 4076.01,4366,3674,176,47,12,419,5,3,30,1176,1126,50,0.841502519,0.040311498
140,6,37,,,407602,Census Tract 4076.02,4008,3398,251,38,7,291,2,1,20,935,912,23,0.847804391,0.06262475
140,6,37,,,407701,Census Tract 4077.01,5401,4644,123,67,5,520,3,9,30,1256,1213,43,0.85984077,0.02277356
140,6,37,,,407702,Census Tract 4077.02,6497,5059,436,128,11,817,8,4,34,1703,1658,45,0.778667077,0.067107896
140,6,37,,,407801,Census Tract 4078.01,5074,3904,307,71,17,730,10,15,20,1075,1054,21,0.769412692,0.060504533
140,6,37,,,407802,Census Tract 4078.02,3635,2901,290,89,7,307,5,6,30,798,785,13,0.798074278,0.079779917
140,6,37,,,407900,Census Tract 4079,6296,4260,443,192,5,1303,14,3,76,1521,1483,38,0.676620076,0.070362135
140,6,37,,,408003,Census Tract 4080.03,4992,3021,496,212,10,1179,11,5,58,1394,1338,56,0.605168269,0.099358974
140,6,37,,,408004,Census Tract 4080.04,2246,1036,265,114,4,787,0,0,40,821,789,32,0.46126447,0.117987533
140,6,37,,,408005,Census Tract 4080.05,5088,1908,1029,235,3,1766,6,13,128,1684,1627,57,0.375,0.202240566
140,6,37,,,408006,Census Tract 4080.06,3863,1671,203,229,7,1652,9,10,82,1141,1094,47,0.432565364,0.052549832
140,6,37,,,408133,Census Tract 4081.33,5739,2926,351,217,19,2098,7,11,110,1665,1626,39,0.509844921,0.061160481
140,6,37,,,408134,Census Tract 4081.34,2743,842,247,206,1,1382,0,1,64,853,833,20,0.306963179,0.090047393
140,6,37,,,408135,Census Tract 4081.35,4159,1468,238,186,15,2163,2,8,79,1264,1221,43,0.352969464,0.057225295
140,6,37,,,408136,Census Tract 4081.36,3849,2008,502,132,5,1092,12,12,86,1092,1056,36,0.521693946,0.130423487
140,6,37,,,408137,Census Tract 4081.37,4152,1652,403,272,10,1742,2,10,61,1432,1347,85,0.397880539,0.097061657
140,6,37,,,408138,Census Tract 4081.38,5936,5230,358,64,5,237,1,15,26,1289,1240,49,0.88106469,0.060309973
140,6,37,,,408139,Census Tract 4081.39,4482,4257,103,1,3,107,5,1,5,825,802,23,0.949799197,0.022980812
140,6,37,,,408140,Census Tract 4081.40,3835,3451,123,28,5,209,0,6,13,763,748,15,0.899869622,0.032073012
140,6,37,,,408141,Census Tract 4081.41,5450,4449,200,82,7,666,16,9,21,1166,1128,38,0.816330275,0.036697248
140,6,37,,,408202,Census Tract 4082.02,2037,1758,110,5,5,144,0,8,7,489,468,21,0.863033873,0.054000982
140,6,37,,,408211,Census Tract 4082.11,5947,2027,460,70,8,3297,10,0,75,1824,1746,78,0.340844123,0.077349924
140,6,37,,,408212,Census Tract 4082.12,4485,1283,551,77,6,2491,2,1,74,1344,1311,33,0.28606466,0.122853958
140,6,37,,,408301,Census Tract 4083.01,5427,4654,288,25,2,430,7,9,12,1225,1186,39,0.857564032,0.053067993
140,6,37,,,408302,Census Tract 4083.02,4036,3206,361,24,8,397,0,0,40,1098,1075,23,0.794350842,0.089444995
140,6,37,,,408303,Census Tract 4083.03,4029,3111,468,46,5,360,1,12,26,1153,1124,29,0.772151899,0.116157856
140,6,37,,,408401,Census Tract 4084.01,4289,2970,405,63,3,812,4,5,27,1235,1188,47,0.692469107,0.094427606
140,6,37,,,408402,Census Tract 4084.02,5799,3216,1263,63,7,1159,6,11,74,1834,1775,59,0.554578376,0.217796172
140,6,37,,,408501,Census Tract 4085.01,3314,2557,213,25,4,472,2,5,36,807,779,28,0.771575136,0.064272782
140,6,37,,,408503,Census Tract 4085.03,6317,2288,1370,92,1,2493,2,4,67,2000,1954,46,0.362197246,0.216875099
140,6,37,,,408504,Census Tract 4085.04,5322,2887,636,45,7,1660,21,4,62,1613,1574,39,0.542465239,0.119503946
140,6,37,,,408505,Census Tract 4085.05,2682,1203,471,48,4,913,5,2,36,780,758,22,0.448545861,0.175615213
140,6,37,,,408623,Census Tract 4086.23,3023,993,397,78,5,1471,5,12,62,1019,993,26,0.328481641,0.131326497
140,6,37,,,408624,Census Tract 4086.24,3227,854,442,44,2,1843,7,1,34,1021,1008,13,0.264642082,0.136969321
140,6,37,,,408625,Census Tract 4086.25,4160,1405,853,33,1,1800,4,5,59,1348,1317,31,0.337740385,0.205048077
140,6,37,,,408626,Census Tract 4086.26,4341,1051,306,70,2,2839,0,3,70,1569,1424,145,0.242110113,0.07049067
140,6,37,,,408627,Census Tract 4086.27,3079,749,419,55,0,1801,2,3,50,932,915,17,0.243260799,0.136083144
140,6,37,,,408628,Census Tract 4086.28,5103,922,495,54,0,3539,3,3,87,1926,1861,65,0.180678033,0.097001764
140,6,37,,,408629,Census Tract 4086.29,2926,645,591,25,1,1617,0,4,43,990,962,28,0.220437457,0.201982228
140,6,37,,,408630,Census Tract 4086.30,2319,1699,211,10,13,348,3,8,27,564,542,22,0.732643381,0.090987495
140,6,37,,,408631,Census Tract 4086.31,5087,2821,601,62,20,1521,1,6,55,1381,1350,31,0.554550816,0.118144289
140,6,37,,,408703,Census Tract 4087.03,6528,497,601,49,2,5276,4,6,93,1980,1907,73,0.076133578,0.092064951
140,6,37,,,408704,Census Tract 4087.04,3155,844,325,52,2,1852,12,2,66,1081,1026,55,0.267511886,0.103011094
140,6,37,,,408705,Census Tract 4087.05,5427,1262,754,67,9,3252,2,3,78,1584,1534,50,0.232540999,0.138934955
140,6,37,,,408706,Census Tract 4087.06,1665,258,237,9,0,1120,5,2,34,486,473,13,0.154954955,0.142342342
140,6,37,,,408722,Census Tract 4087.22,4400,1179,614,42,8,2475,14,5,63,1288,1263,25,0.267954545,0.139545455
140,6,37,,,408723,Census Tract 4087.23,2825,884,322,25,3,1548,0,1,42,791,768,23,0.312920354,0.113982301
140,6,37,,,408724,Census Tract 4087.24,5362,2929,205,102,2,2038,9,0,77,1546,1466,80,0.546251399,0.038232003
140,6,37,,,408800,Census Tract 4088,3738,2653,421,263,6,347,3,3,42,1453,1309,144,0.709737828,0.112627073
140,6,37,,,430002,Census Tract 4300.02,7021,2885,2006,598,17,1346,9,16,144,2569,2463,106,0.410910127,0.285714286
140,6,37,,,430003,Census Tract 4300.03,4604,1267,1981,262,7,877,11,18,181,1568,1550,18,0.275195482,0.430278019
140,6,37,,,430101,Census Tract 4301.01,4887,2448,1197,416,24,678,3,21,100,1864,1778,86,0.50092081,0.244935543
140,6,37,,,430102,Census Tract 4301.02,4809,3590,545,210,15,386,1,5,57,1253,1222,31,0.746516947,0.113329174
140,6,37,,,430200,Census Tract 4302,1292,221,753,21,0,270,0,2,25,592,516,76,0.171052632,0.582817337
140,6,37,,,430301,Census Tract 4303.01,4422,725,3181,60,11,318,6,5,116,1765,1703,62,0.163952962,0.719357757
140,6,37,,,430302,Census Tract 4303.02,5837,1287,3732,187,11,432,9,12,167,2531,2404,127,0.220489978,0.639369539
140,6,37,,,430400,Census Tract 4304,4424,428,1608,33,4,2238,1,3,109,1537,1484,53,0.096745027,0.363471971
140,6,37,,,430501,Census Tract 4305.01,4172,578,3086,58,10,323,0,12,105,1853,1770,83,0.138542665,0.739693193
140,6,37,,,430502,Census Tract 4305.02,6745,1050,4805,133,20,492,8,27,210,3260,3067,193,0.155670867,0.71237954
140,6,37,,,430600,Census Tract 4306,4505,448,1743,41,3,2159,1,3,107,1550,1466,84,0.099445061,0.386903441
140,6,37,,,430701,Census Tract 4307.01,5271,772,1891,69,9,2381,0,14,135,2026,1941,85,0.146461772,0.358755454
140,6,37,,,430721,Census Tract 4307.21,3957,933,1053,59,8,1837,2,8,57,1304,1231,73,0.235784685,0.26611069
140,6,37,,,430723,Census Tract 4307.23,4118,671,936,81,7,2334,1,18,70,1788,1657,131,0.162943176,0.227294803
140,6,37,,,430724,Census Tract 4307.24,4812,515,1023,86,5,3085,0,11,87,2171,1980,191,0.107024106,0.212593516
140,6,37,,,430801,Census Tract 4308.01,6342,882,889,93,5,4354,4,3,112,2389,2246,143,0.139072848,0.1401766
140,6,37,,,430802,Census Tract 4308.02,4163,373,1040,15,5,2625,0,5,100,1404,1339,65,0.089598847,0.249819841
140,6,37,,,430803,Census Tract 4308.03,5439,531,1380,29,22,3384,3,6,84,1847,1786,61,0.09762824,0.253723111
140,6,37,,,430901,Census Tract 4309.01,4324,2121,1174,337,7,534,8,11,132,1701,1607,94,0.490518039,0.271507863
140,6,37,,,430902,Census Tract 4309.02,4652,1842,1395,253,10,1026,4,15,107,1747,1661,86,0.395958727,0.299871023
140,6,37,,,431001,Census Tract 4310.01,7171,3167,2752,443,27,562,17,10,193,3044,2835,209,0.441639939,0.383767954
140,6,37,,,431002,Census Tract 4310.02,3163,832,1688,167,6,370,2,10,88,1386,1335,51,0.263041416,0.533670566
140,6,37,,,431100,Census Tract 4311,6629,4054,943,873,15,574,23,24,123,2114,2032,82,0.611555287,0.142253734
140,6,37,,,431200,Census Tract 4312,6439,4745,685,505,7,416,0,13,68,1529,1472,57,0.73691567,0.106382979
140,6,37,,,431300,Census Tract 4313,2661,849,1118,77,3,543,1,11,59,912,886,26,0.319052988,0.420142803
140,6,37,,,431400,Census Tract 4314,3970,1017,1261,55,10,1517,3,7,100,1458,1405,53,0.256171285,0.317632242
140,6,37,,,431501,Census Tract 4315.01,4107,1295,1126,56,3,1548,4,9,66,1701,1630,71,0.315315315,0.274166058
140,6,37,,,431502,Census Tract 4315.02,4361,1409,1249,39,3,1589,6,2,64,1493,1437,56,0.323091034,0.286402201
140,6,37,,,431600,Census Tract 4316,4018,390,871,20,1,2659,2,6,69,1320,1264,56,0.097063216,0.216774515
140,6,37,,,431700,Census Tract 4317,6433,334,1322,41,3,4631,0,3,99,2203,2112,91,0.051919789,0.205502876
140,6,37,,,431800,Census Tract 4318,5640,812,1459,61,7,3199,6,2,94,2076,1990,86,0.143971631,0.258687943
140,6,37,,,431900,Census Tract 4319,3828,629,904,32,4,2197,2,5,55,1443,1359,84,0.164315569,0.23615465
140,6,37,,,432000,Census Tract 4320,8182,1314,2106,74,10,4545,6,6,121,2768,2670,98,0.160596431,0.25739428
140,6,37,,,432101,Census Tract 4321.01,4179,915,916,30,7,2251,1,2,57,1403,1350,53,0.218951902,0.219191194
140,6,37,,,432102,Census Tract 4321.02,5633,1132,1237,23,3,3124,4,0,110,1793,1721,72,0.200958637,0.219598793
140,6,37,,,432201,Census Tract 4322.01,4342,1021,480,24,9,2766,3,4,35,1396,1323,73,0.235145094,0.110548135
140,6,37,,,432202,Census Tract 4322.02,4252,1423,367,25,7,2378,2,7,43,1226,1188,38,0.33466604,0.086312324
